pta_id,name,parties,n_parties,year,date_signed,date_into_force,status,type,notification,composition,region,crossregional,parties_wto,language,wto_rta_id
194,Croatia - Bosnia and Herzegovina,[],0,2000,2000-12-19,2001-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,No,en,220.0
195,Croatia - Former Yugoslav Republic of Macedonia,[],0,1997,1997-05-09,1997-10-30,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,221.0
196,Croatia - Serbia and Montenegro,[],0,2004,2004-01-14,2004-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,No,en,222.0
197,Czech Republic - Bulgaria Free Trade Agreement,[],0,1995,1995-12-15,1996-06-07,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,223.0
198,Czech Republic - Estonia,[],0,1996,1996-04-19,1998-02-12,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,224.0
199,Czech Republic - Israel,[],0,1996,1996-05-20,1997-12-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe; Middle East,Yes,Yes,en,225.0
200,Czech Republic - Latvia,[],0,1996,1996-04-15,1997-09-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,226.0
201,Czech Republic - Lithuania,[],0,1996,1996-10-14,1997-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,227.0
202,Czech Republic - Romania Free Trade Agreement,[],0,1994,1994-10-24,1995-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,228.0
203,Czech Republic - Slovak Republic Customs Union,[],0,1992,1992-10-29,1993-01-01,Inactive,Customs Union,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,229.0
204,Czech Republic - Slovenia,[],0,1993,1993-12-15,1994-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,230.0
205,Czech Republic - Turkey,[],0,1997,1997-10-03,1998-09-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,231.0
206,EC - Algeria,[],0,1976,1976-04-26,1976-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Africa; Europe,Yes,No,en,232.0
207,EC - Austria Agreement of 1972,[],0,1972,1972-07-22,1972-10-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,234.0
208,EC - Bulgaria Europe Agreement,[],0,1993,1993-03-08,1995-02-01,Inactive,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Europe,No,Yes,en,235.0
209,EC - Bulgaria Interim Agreement,[],0,1993,1993-03-08,1993-12-31,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,236.0
210,EC - Cyprus Association Agreement,[],0,1972,1972-12-19,1973-06-01,Inactive,Customs Union,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,237.0
211,EC - Czech and Slovak Federal Republic Interim Agreement,[],0,1991,1991-12-16,1992-03-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,238.0
212,EC - Czech Republic Europe Agreement,[],0,1993,1993-10-04,1995-02-01,Inactive,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Europe,No,Yes,en,239.0
213,EC - Egypt Agreement of 1972,[],0,1972,1972-12-18,1973-11-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe; Africa,Yes,Yes,en,240.0
214,EC - Egypt Cooperation Agreement,[],0,1977,1977-01-18,1978-11-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe; Africa,Yes,Yes,en,241.0
215,EC - Estonia Agreement,[],0,1994,1994-07-18,1995-01-01,Inactive,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Europe,No,Yes,en,243.0
216,EC - Faeroe Islands Agreement of 1992,[],0,1991,1991-12-02,1992-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,No,en,244.0
217,EC - Finland Agreement,[],0,1973,1973-10-05,1974-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,245.0
218,EC - Greece Additional Protocol,[],0,1975,1975-04-28,1975-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,246.0
219,EEC - Greece Association Agreement,[],0,1961,1961-07-09,1962-11-01,Inactive,Customs Union,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,247.0
220,EC - Hungary Europe Agreement,[],0,1991,1991-12-16,1994-02-01,Inactive,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Europe,No,Yes,en,248.0
221,EC - Hungary Interim Agreement of 1991,[],0,1991,1991-12-16,1992-03-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,249.0
222,EC - Israel Agreement of 1970,[],0,1970,1970-06-29,1970-10-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe; Middle East,Yes,Yes,en,250.0
223,EC - Latvia Agreement,[],0,1994,1994-07-18,1995-01-01,Inactive,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Europe,No,Yes,en,254.0
224,EC - Lebanon Cooperation Agreement,[],0,1977,1977-05-03,1978-11-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe; Middle East,Yes,No,en,256.0
225,EC - Lithuania,[],0,1994,1994-07-18,1995-01-01,Inactive,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Europe,No,Yes,en,258.0
226,EC - Malta Association Agreement,[],0,1970,1970-12-05,1971-04-01,Inactive,Customs Union,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,259.0
227,EC - Morocco Association Agreement of 1969,[],0,1969,1969-03-31,1969-09-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe; Africa,Yes,Yes,en,260.0
228,EC - Poland Europe Agreement,[],0,1991,1991-12-16,1994-02-01,Inactive,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,Europe,No,Yes,en,264.0
229,EC - Poland Interim Agreement of 1991,[],0,1991,1991-12-16,1992-03-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,265.0
230,EC - Portugal Agreement of 1972,[],0,1972,1972-07-22,1973-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,266.0
231,EC - Romania Europe Agreement,[],0,1993,1993-02-01,1995-02-01,Inactive,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Europe,No,Yes,en,268.0
232,EC - Romania Interim Agreement,[],0,1993,1993-02-01,1993-05-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,269.0
233,EC - Slovak Republic Europe Agreement,[],0,1993,1993-10-04,1995-02-01,Inactive,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral,Europe,No,Yes,en,270.0
234,EC - Slovenia Cooperation Agreement,[],0,1993,1993-04-05,1993-07-19,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,272.0
235,EC - Slovenia Europe Agreement,[],0,1996,1996-06-10,1999-02-01,Inactive,Economic Integration Agreement,GATS Art. V,Plurilateral,Europe,No,Yes,en,273.0
236,EC - Slovenia Interim Agreement,[],0,1996,1996-11-11,1997-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,274.0
237,EC - Spain Agreement of 1970,[],0,1970,1970-06-29,1970-10-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,275.0
238,EC - Sweden Agreement,[],0,1972,1972-07-22,1973-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,276.0
239,EC - Syria Interim Agreement of 1977,[],0,1977,1977-01-18,1977-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,277.0
240,EC - Tunisia Association Agreement of 1969,[],0,1969,1969-03-28,1969-09-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe; Africa,Yes,Yes,en,278.0
241,EC - Turkey Additional Protocol,[],0,1970,1970-11-23,1973-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,281.0
242,EEC - Turkey Association Agreement of 1963,[],0,1963,1963-09-12,1964-12-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,282.0
243,EC - Turkey Association Agreement of 1973,[],0,1973,1973-06-30,1974-01-01,Inactive,Customs Union,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,283.0
244,EFTA - Bulgaria,[],0,1993,1993-03-29,1993-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,285.0
245,EFTA - Czechoslovakia,"['AUT', 'CHE', 'CZE', 'FIN', 'ISL', 'LIE', 'NOR', 'SVK', 'SWE']",9,1992,1992-03-20,1992-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,286.0
246,EFTA - Estonia Free Trade Agreement,[],0,1995,1995-12-07,1996-06-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,288.0
247,EFTA - Hungary Agreement,[],0,1993,1993-03-29,1993-10-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,289.0
248,EFTA - Latvia,[],0,1995,1995-12-07,1996-06-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,290.0
249,EFTA - Lithuania,[],0,1995,1995-12-07,1996-08-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,291.0
250,EFTA - Poland Agreement,[],0,1992,1992-12-10,1993-11-15,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,292.0
251,EFTA - Romania Free Trade Agreement,[],0,1992,1992-12-10,1993-05-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,293.0
252,EFTA - Slovenia,[],0,1995,1995-06-13,1995-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,295.0
253,EFTA - Spain Agreement,[],0,1979,1979-06-26,1980-05-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,296.0
254,El Salvador - Nicaragua Free Trade Area,[],0,1951,1951-03-09,1951-08-21,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Central America,No,Yes,en,297.0
255,Equatorial Customs Union - Cameroon Association,[],0,1959,1959-06-23,1962-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Africa,No,Yes,en,298.0
256,Estonia - Faeroe Islands,[],0,1997,1997-11-30,1998-12-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,No,en,299.0
257,Estonia - Latvia - Lithuania,[],0,1993,1993-09-13,1994-04-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,300.0
258,Estonia - Norway Free Trade Agreement,[],0,1992,1992-06-15,1992-06-15,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,301.0
259,Estonia - Sweden Free Trade Agreement,[],0,1992,1992-03-31,1992-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,302.0
260,Estonia - Switzerland Free Trade Agreement,[],0,1992,1992-12-21,1993-04-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,303.0
261,Estonia - Ukraine,[],0,1995,1995-05-24,1996-03-14,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,304.0
262,Finland - Estonia Protocol,[],0,1992,1992-02-13,1992-12-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,307.0
263,Finland - Latvia Protocol,[],0,1992,1992-11-26,1993-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,310.0
264,Finland - Lithuania Protocol,[],0,1992,1992-06-05,1993-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,311.0
265,Former Yugoslav Republic of Macedonia  - Bosnia and Herzegovina,[],0,2002,2002-04-24,2002-07-15,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,No,en,314.0
266,Ghana - Upper Volta Trade Agreement,[],0,1961,1961-06-28,1962-05-09,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Africa,No,Yes,en,315.0
267,Gulf Cooperation Council (GCC),[],0,1981,1981-05-25,1982-01-01,Inactive,Customs Union,Enabling Clause,Plurilateral,Middle East,No,Yes,en,316.0
268,Hungary - Estonia,[],0,1998,1998-11-01,2001-03-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,317.0
269,Hungary - Israel,[],0,1997,1997-10-14,1998-02-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe; Middle East,Yes,Yes,en,318.0
270,Hungary - Latvia,[],0,1999,1999-06-10,2000-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,319.0
271,Hungary - Lithuania,[],0,1998,1998-11-13,2000-03-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,320.0
272,Hungary - Slovenia Free Trade Agreement,[],0,1994,1994-04-06,1995-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,321.0
273,Hungary - Turkey,[],0,1997,1997-01-08,1998-04-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,322.0
274,Ireland - United Kingdom Free Trade Area,[],0,1965,1965-12-14,1966-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,323.0
275,Latin American Free Trade Area (LAFTA),[],0,1960,1960-02-18,1961-06-02,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,South America; North America,Yes,Yes,en,324.0
276,Latvia - Norway Free Trade Agreement,[],0,1992,1992-06-15,1992-06-16,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,325.0
277,Latvia - Sweden Free Trade Agreement,[],0,1992,1992-03-10,1992-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,326.0
278,Latvia - Switzerland Free Trade Agreement,[],0,1992,1992-12-22,1993-04-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,327.0
279,Lithuania - Norway Free Trade Agreement,[],0,1992,1992-06-15,1992-06-16,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,328.0
280,Lithuania - Sweden Free Trade Agreement,[],0,1992,1992-03-17,1992-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,329.0
281,Lithuania - Switzerland Free-Trade Agreement,[],0,1992,1992-11-24,1993-04-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,330.0
282,Moldova - Bosnia and Herzegovina,[],0,2002,2002-12-23,2004-05-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe; Commonwealth of Independent States (CIS),Yes,No,en,331.0
283,Moldova - Bulgaria,[],0,2004,2004-05-20,2004-12-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,332.0
284,Moldova - Croatia,[],0,2004,2004-02-27,2004-10-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe; Commonwealth of Independent States (CIS),Yes,Yes,en,333.0
285,Moldova - Former Yugoslav Republic of Macedonia,[],0,2004,2004-01-28,2004-12-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS); Europe,Yes,Yes,en,334.0
286,Moldova - Serbia and Montenegro,"['MDA', 'MNE', 'SRB']",3,2003,2003-11-13,2004-09-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,335.0
287,Poland - Faeroe Islands,[],0,1998,1998-11-03,1998-06-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,No,en,336.0
288,Poland - Israel,[],0,1998,1998-01-07,1998-03-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Middle East; Europe,Yes,Yes,en,337.0
289,Poland - Latvia,[],0,1997,1997-04-28,1999-06-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,338.0
290,Poland - Lithuania,[],0,1996,1996-05-27,1997-12-30,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,339.0
291,Romania - Bosnia and Herzegovina,[],0,2003,2003-04-08,2003-10-24,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,No,en,340.0
292,Romania - Former Yugoslav Republic of Macedonia,[],0,2003,2003-02-07,2004-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,341.0
293,Romania - Israel,[],0,2001,2001-01-30,2001-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Middle East; Europe,Yes,Yes,en,342.0
294,Romania - Moldova,[],0,1994,1994-02-15,1995-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS); Europe,Yes,Yes,en,343.0
295,Romania - Serbia and Montenegro,"['MNE', 'ROU', 'SRB']",3,2003,2003-12-23,2004-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,344.0
296,Romania - Turkey,[],0,1997,1997-04-29,1998-02-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,345.0
297,Slovak Republic - Estonia,[],0,1996,1996-05-28,1998-03-13,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,346.0
298,Slovak Republic - Israel,[],0,1996,1996-05-22,1997-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Middle East; Europe,Yes,Yes,en,347.0
299,Slovak Republic - Latvia,[],0,1996,1996-04-19,1997-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,348.0
300,Slovak Republic - Lithuania,[],0,1996,1996-11-27,1997-11-14,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,349.0
301,Slovak Republic - Romania Free Trade Agreement,[],0,1994,1994-06-01,1995-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,350.0
302,Slovak Republic - Turkey,[],0,1997,1997-10-20,1998-08-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,352.0
303,Slovenia - Bosnia and Herzegovina,[],0,2001,2001-10-03,2002-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,No,en,353.0
304,Slovenia - Croatia,[],0,1997,1997-12-12,1998-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,354.0
305,Slovenia - Estonia,[],0,1996,1996-11-26,1997-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,355.0
306,Slovenia - Former Yugoslav Republic of Macedonia,[],0,1996,1996-07-01,1996-09-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,356.0
307,Slovenia - Israel,[],0,1998,1998-05-13,1998-09-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Middle East; Europe,Yes,Yes,en,357.0
308,Slovenia - Latvia,[],0,1996,1996-04-22,1996-08-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,358.0
309,Slovenia - Lithuania,[],0,1996,1996-10-04,1997-03-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,359.0
310,South Africa - Southern Rhodesia Customs Union,[],0,1948,1948-12-06,1949-04-01,Inactive,Customs Union,GATT Art. XXIV,Bilateral,Africa,No,Yes,en,360.0
311,Turkey - Estonia,[],0,1997,1997-06-03,1998-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,361.0
312,Turkey - Latvia,[],0,1998,1998-06-16,2000-07-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,362.0
313,Turkey - Lithuania,[],0,1997,1997-06-02,1998-03-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,363.0
314,Turkey - Poland,[],0,1999,1999-10-04,2000-05-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,364.0
315,Turkey - Slovenia,[],0,1998,1998-05-05,2000-06-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,365.0
316,Yaoundé I,[],0,1963,1963-07-20,1964-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe; Africa,Yes,No,en,366.0
317,Yaoundé II,[],0,1969,1969-07-29,1971-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe; Africa,Yes,No,en,367.0
318,First Convention of Lomé,[],0,1975,1975-02-28,1976-04-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Caribbean; Europe; Africa; Oceania; South America,Yes,No,en,368.0
319,Second Convention of Lomé,[],0,1979,1979-10-31,1981-01-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Caribbean; Europe; Africa; Oceania; South America,Yes,No,en,369.0
320,Third Convention of Lomé,[],0,1984,1984-12-08,1986-03-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Caribbean; Africa; Oceania; Europe; South America,Yes,No,en,370.0
321,Panama  - Dominican Republic,"['DOM', 'PAN']",2,1985,1985-07-17,1987-06-08,In Force,Partial Scope Agreement,Enabling Clause,Bilateral,Caribbean; Central America,Yes,Yes,es,385.0
322,EU - San Marino,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SMR', 'SVK', 'SVN', 'SWE']",29,1991,1991-12-16,2002-04-01,In Force,Customs Union,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe,No,No,en,386.0
323,India - Afghanistan,"['AFG', 'IND']",2,2003,2003-03-06,2003-05-13,In Force,Partial Scope Agreement,Enabling Clause,Bilateral,West Asia,No,No,en,389.0
324,India - Nepal,"['IND', 'NPL']",2,2009,2009-10-27,2009-10-27,In Force,Partial Scope Agreement,Enabling Clause,Bilateral,West Asia,No,Yes,en,392.0
325,Guatemala - Chinese Taipei,"['GTM', 'TWN']",2,2005,2005-09-22,2006-07-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Central America,Yes,Yes,en,424.0
326,Panama - Chinese Taipei,"['PAN', 'TWN']",2,2003,2003-08-21,2004-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Central America,Yes,Yes,en,425.0
327,ASEAN - Australia - New Zealand,"['AUS', 'BRN', 'IDN', 'KHM', 'LAO', 'MMR', 'MYS', 'NZL', 'PHL', 'SGP', 'THA', 'VNM']",12,2009,2009-02-27,2010-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Plurilateral; One Party is an RTA,Oceania; East Asia,Yes,Yes,en,437.0
328,ASEAN - India,"['BRN', 'IDN', 'IND', 'KHM', 'LAO', 'MMR', 'MYS', 'PHL', 'SGP', 'THA', 'VNM']",11,2009,2009-08-13,2010-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,Enabling Clause & GATS Art. V,Bilateral; One Party is an RTA,East Asia; West Asia,Yes,Yes,en,438.0
329,Chile - Malaysia,"['CHL', 'MYS']",2,2010,2010-11-13,2012-02-25,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,South America; East Asia,Yes,Yes,en,453.0
330,Iceland - China,"['CHN', 'ISL']",2,2013,2013-04-15,2014-07-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Europe,Yes,Yes,en,454.0
331,EFTA - GCC,"['ARE', 'BHR', 'CHE', 'ISL', 'KWT', 'LIE', 'NOR', 'OMN', 'QAT', 'SAU']",10,2009,2009-06-22,2014-07-01,Early announcement-Signed,Free Trade Agreement & Economic Integration Agreement,,Bilateral; All Parties are RTAs,Middle East; Europe,Yes,Yes,en,462.0
332,EU - Eastern and Southern Africa States Interim EPA,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MDG', 'MLT', 'MUS', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE', 'SYC', 'ZWE']",32,2009,2009-08-29,2012-05-14,In Force,Free Trade Agreement,GATT Art. XXIV,Plurilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,469.0
333,"Hong Kong, China - New Zealand","['HKG', 'NZL']",2,2010,2010-03-29,2011-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Oceania,Yes,Yes,en,488.0
334,New Zealand - Malaysia,"['MYS', 'NZL']",2,2009,2009-10-26,2010-08-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia; Oceania,Yes,Yes,en,489.0
335,Peru - Singapore,"['PER', 'SGP']",2,2008,2008-05-29,2009-08-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,South America; East Asia,Yes,Yes,en,495.0
336,China - Singapore,"['CHN', 'SGP']",2,2008,2008-10-23,2009-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,East Asia,No,Yes,en,496.0
337,Turkey - Jordan,"['JOR', 'TUR']",2,2009,2009-12-01,2011-03-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Middle East; Europe,Yes,Yes,en,502.0
338,Chile - Colombia,"['CHL', 'COL']",2,2006,2006-11-27,2009-05-08,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,South America,No,Yes,es,509.0
